,origin_school,destination_school,comparison_level,Origin_School_Name,Origin_District,Destination_School_Name,Destination_District,distance_between
5831,2314,3444,elementary,CITRUS GROVE ELEMENTARY                                                                             ,MARTIN      ,WINDMILL POINT ELEMENTARY SCHOOL                                                                    ,ST. LUCIE   ,5.96909701546
5832,2314,3439,elementary,CITRUS GROVE ELEMENTARY                                                                             ,MARTIN      ,MORNINGSIDE ELEMENTARY SCHOOL                                                                       ,ST. LUCIE   ,6.85681839087
5833,2312,3446,high,JENSEN BEACH HIGH SCHOOL                                                                            ,MARTIN      ,PORT ST. LUCIE HIGH SCHOOL                                                                          ,ST. LUCIE   ,4.60779171142
5834,2312,3438,high,JENSEN BEACH HIGH SCHOOL                                                                            ,MARTIN      ,ACCELERATION ACADEMY                                                                                ,ST. LUCIE   ,5.08729016942
5835,2319,3446,high,MARTIN COUNTY ACCELERATION ACADEMIES                                                                ,MARTIN      ,PORT ST. LUCIE HIGH SCHOOL                                                                          ,ST. LUCIE   ,7.92574732108
5836,2319,3438,high,MARTIN COUNTY ACCELERATION ACADEMIES                                                                ,MARTIN      ,ACCELERATION ACADEMY                                                                                ,ST. LUCIE   ,7.935391646389999
5837,2291,3448,middle,STUART MIDDLE SCHOOL                                                                                ,MARTIN      ,SOUTHPORT MIDDLE SCHOOL                                                                             ,ST. LUCIE   ,6.0583929456500005
5838,2291,3458,middle,STUART MIDDLE SCHOOL                                                                                ,MARTIN      ,SOMERSET ACADEMY ST. LUCIE                                                                          ,ST. LUCIE   ,7.926408193039999
5839,2309,3458,middle,HIDDEN OAKS MIDDLE SCHOOL                                                                           ,MARTIN      ,SOMERSET ACADEMY ST. LUCIE                                                                          ,ST. LUCIE   ,6.1974853881500005
5840,2309,3448,middle,HIDDEN OAKS MIDDLE SCHOOL                                                                           ,MARTIN      ,SOUTHPORT MIDDLE SCHOOL                                                                             ,ST. LUCIE   ,7.31722047765
5841,728,529,elementary,AVENTURA WATERWAYS K-8 CENTER                                                                       ,MIAMI-DADE  ,GULFSTREAM EARLY CHILDHOOD CENTER OF EXCELLENCE                                                     ,BROWARD     ,0.935040087517
5842,728,224,elementary,AVENTURA WATERWAYS K-8 CENTER                                                                       ,MIAMI-DADE  ,GULFSTREAM ACADEMY OF HALLANDALE BEACH                                                              ,BROWARD     ,1.06216453704
5843,728,531,elementary,AVENTURA WATERWAYS K-8 CENTER                                                                       ,MIAMI-DADE  ,SOUTH BROWARD MONTESSORI CHARTER SCHOOL                                                             ,BROWARD     ,1.43587755089
5844,834,224,elementary,VIRGINIA A BOONE-HIGHLAND OAKS SCHOOL                                                               ,MIAMI-DADE  ,GULFSTREAM ACADEMY OF HALLANDALE BEACH                                                              ,BROWARD     ,1.09033899037
5845,834,529,elementary,VIRGINIA A BOONE-HIGHLAND OAKS SCHOOL                                                               ,MIAMI-DADE  ,GULFSTREAM EARLY CHILDHOOD CENTER OF EXCELLENCE                                                     ,BROWARD     ,1.17451102741
5846,834,531,elementary,VIRGINIA A BOONE-HIGHLAND OAKS SCHOOL                                                               ,MIAMI-DADE  ,SOUTH BROWARD MONTESSORI CHARTER SCHOOL                                                             ,BROWARD     ,1.66898976196
5847,1203,313,elementary,ROBERT RENICK EDUCATION CENTER                                                                      ,MIAMI-DADE  ,FAIRWAY ELEMENTARY SCHOOL                                                                           ,BROWARD     ,0.986119346757
5848,1203,321,elementary,ROBERT RENICK EDUCATION CENTER                                                                      ,MIAMI-DADE  ,WHISPERING PINES EXCEPTIONAL EDUCATION CENTER                                                       ,BROWARD     ,1.2419463229
5849,1203,294,elementary,ROBERT RENICK EDUCATION CENTER                                                                      ,MIAMI-DADE  ,SUNSHINE ELEMENTARY SCHOOL                                                                          ,BROWARD     ,1.6285112143599998
